creationDate|Comment.id|ParentComment.id
2012-09-01T05:38:14.053+00:00|1030792151565|1030792151564
2012-09-01T01:21:29.766+00:00|1030792151566|1030792151564
2012-09-01T19:51:46.211+00:00|1030792151568|1030792151567
2012-09-01T03:50:42.987+00:00|1030792151569|1030792151567
2012-08-24T06:41:28.565+00:00|1030792151577|1030792151576
2012-08-24T01:31:29.809+00:00|1030792151579|1030792151576
2012-08-24T03:24:44.156+00:00|1030792151580|1030792151578
2012-08-24T04:02:12.409+00:00|1030792151582|1030792151578
2012-08-24T02:43:46.463+00:00|1030792151583|1030792151579
2012-08-24T01:07:28.554+00:00|1030792151584|1030792151576
2012-08-24T08:55:10.479+00:00|1030792151587|1030792151578
2012-08-24T19:31:33.183+00:00|1030792151588|1030792151579
2012-08-24T18:56:11.105+00:00|1030792151589|1030792151576
2012-08-24T17:51:22.208+00:00|1030792151590|1030792151576
2012-07-02T12:38:06.559+00:00|962072674861|962072674858
2012-07-02T18:16:03.788+00:00|962072674862|962072674860
2012-07-03T05:17:34.327+00:00|962072674863|962072674858
2012-07-02T12:31:10.643+00:00|962072674864|962072674860
2012-07-02T13:36:11.868+00:00|962072674865|962072674860
2012-07-02T10:51:22.214+00:00|962072674866|962072674860
2012-07-02T13:03:11.796+00:00|962072674867|962072674866
2012-07-02T12:41:21.337+00:00|962072674868|962072674861
2012-07-02T16:06:15.048+00:00|962072674869|962072674867
2012-07-02T10:51:35.445+00:00|962072674870|962072674866
2012-07-02T14:56:35.073+00:00|962072674871|962072674866
2012-07-17T14:30:55.882+00:00|1030792152549|1030792152545
2011-10-17T08:12:14.191+00:00|687194768877|687194768873
2011-10-16T13:38:30.925+00:00|687194768879|687194768874
2011-10-17T00:03:59.510+00:00|687194768881|687194768875
2011-10-17T07:53:03.867+00:00|687194768882|687194768880
2011-10-17T03:50:42.314+00:00|687194768883|687194768875
2012-07-08T23:13:04.167+00:00|962072675840|962072675839
2012-07-08T23:32:02.335+00:00|962072675841|962072675839
2012-07-08T23:30:16.541+00:00|962072675844|962072675839
2012-08-29T00:33:11.440+00:00|1030792152584|1030792152582
2012-08-29T08:09:45.050+00:00|1030792152586|1030792152582
2012-08-28T20:18:28.234+00:00|1030792152587|1030792152585
2012-08-28T21:05:19.493+00:00|1030792152589|1030792152585
2012-06-14T01:26:08.098+00:00|962072675859|962072675858
2012-06-13T13:55:21.067+00:00|962072675861|962072675858
2012-06-13T10:22:16.756+00:00|962072675862|962072675858
2012-06-13T14:28:19.627+00:00|962072675863|962072675861
2012-06-13T14:21:23.379+00:00|962072675864|962072675861
2012-08-24T22:44:48.199+00:00|1030792152807|1030792152805
2012-08-24T23:34:20.799+00:00|1030792152810|1030792152805
2012-08-24T15:12:57.692+00:00|1030792152812|1030792152811
2012-08-24T09:29:05.710+00:00|1030792152813|1030792152811
2011-08-19T22:57:56.642+00:00|618475292940|618475292939
2011-08-20T09:30:59.863+00:00|618475292942|618475292941
2011-08-19T05:32:09.992+00:00|618475292943|618475292939
2011-11-14T09:29:58.686+00:00|755914246422|755914246421
2012-07-17T20:05:13.879+00:00|1030792153371|1030792153370
2012-07-17T15:27:49.458+00:00|1030792153372|1030792153370
2011-10-07T12:36:35.246+00:00|687194769696|687194769695
2011-10-08T16:06:07.147+00:00|687194769699|687194769697
2011-10-07T19:15:22.112+00:00|687194769700|687194769695
2011-10-07T15:36:44.983+00:00|687194769702|687194769695
2011-10-08T09:05:33.303+00:00|687194769703|687194769697
2011-10-07T12:25:40.451+00:00|687194769704|687194769695
2011-10-09T05:30:00.321+00:00|687194769707|687194769697
2011-10-07T21:17:00.288+00:00|687194769713|687194769711
2011-10-07T21:50:49.540+00:00|687194769715|687194769711
2011-10-08T09:08:22.352+00:00|687194769716|687194769711
2011-10-08T15:05:51.369+00:00|687194769717|687194769711
2011-10-07T10:32:55.847+00:00|687194769721|687194769719
2011-09-18T12:13:44.431+00:00|687194769758|687194769756
2011-09-18T02:25:43.566+00:00|687194769761|687194769760
2012-08-25T20:56:44.210+00:00|1030792153461|1030792153460
2012-08-25T17:14:50.613+00:00|1030792153462|1030792153460
2012-02-07T03:53:23.434+00:00|824633723342|824633723340
2012-02-07T07:19:17.516+00:00|824633723345|824633723340
2012-02-08T04:41:55.970+00:00|824633723347|824633723339
2012-02-07T08:04:53.640+00:00|824633723348|824633723346
2012-02-08T14:44:30.655+00:00|824633723349|824633723347
2012-02-07T16:45:18.110+00:00|824633723350|824633723343
2012-02-07T08:03:44.724+00:00|824633723351|824633723339
2012-02-08T08:04:27.494+00:00|824633723352|824633723347
2012-07-26T08:00:33.076+00:00|1030792153574|1030792153573
2012-07-26T02:35:07.787+00:00|1030792153575|1030792153573
2012-07-26T10:41:41.014+00:00|1030792153576|1030792153573
2012-07-26T23:25:44.626+00:00|1030792153577|1030792153573
2012-07-26T02:42:12.823+00:00|1030792153579|1030792153573
2012-07-26T06:57:34.581+00:00|1030792153580|1030792153573
2012-07-26T03:32:30.019+00:00|1030792153581|1030792153573
2012-07-26T19:27:04.221+00:00|1030792153582|1030792153575
2012-07-26T06:13:36.785+00:00|1030792153583|1030792153573
2012-09-08T17:06:13.302+00:00|1099511630410|1030792153673
2012-09-09T12:27:20.944+00:00|1099511630411|1099511630410
2012-01-01T15:51:49.608+00:00|755914246737|755914246736
2012-01-01T20:42:45.855+00:00|755914246738|755914246736
2012-01-02T02:11:48.915+00:00|755914246739|755914246738
2012-01-02T00:00:36.002+00:00|755914246740|755914246738
2012-01-02T01:45:12.049+00:00|755914246742|755914246737
2012-01-02T03:58:03.543+00:00|755914246744|755914246742
2012-01-01T16:10:20.695+00:00|755914246746|755914246737
2012-09-01T10:36:02.862+00:00|1030792153789|1030792153788
2012-09-01T13:19:07.699+00:00|1030792153790|1030792153788
2012-09-01T02:03:14.396+00:00|1030792153793|1030792153791
2012-09-01T10:33:11.655+00:00|1030792153794|1030792153792
2012-09-02T09:04:53.402+00:00|1030792153796|1030792153792
2012-09-01T13:52:02.969+00:00|1030792153797|1030792153788
2012-09-07T05:51:49.779+00:00|1030792153861|1030792153859
2012-09-07T17:31:02.977+00:00|1030792153864|1030792153863
2012-09-06T23:05:59.344+00:00|1030792153865|1030792153859
2012-09-06T23:40:55.697+00:00|1030792153866|1030792153863
2012-09-06T23:48:43.744+00:00|1030792153867|1030792153866
2012-09-07T05:18:22.790+00:00|1030792153869|1030792153867
2012-09-06T23:38:33.050+00:00|1030792153870|1030792153868
2012-04-25T03:49:33.629+00:00|893353200419|893353200418
2012-04-25T00:47:05.323+00:00|893353200420|893353200418
2012-04-24T20:32:51.444+00:00|893353200422|893353200418
2012-04-25T11:31:39.864+00:00|893353200423|893353200418
2012-04-25T02:10:52.777+00:00|893353200424|893353200421
2012-04-24T18:25:30.936+00:00|893353200425|893353200421
2012-04-24T18:33:48.879+00:00|893353200427|893353200421
2012-04-24T21:19:58.899+00:00|893353200428|893353200422
2012-04-24T19:36:56.873+00:00|893353200430|893353200421
2012-04-24T19:37:58.019+00:00|893353200432|893353200430
2012-04-24T20:04:41.750+00:00|893353200433|893353200421
2012-04-24T22:58:52.508+00:00|893353200434|893353200431
2012-04-24T20:33:02.307+00:00|893353200435|893353200422
2012-08-08T08:16:05.889+00:00|1030792154038|1030792154033
2012-08-08T08:22:55.230+00:00|1030792154039|1030792154038
2012-08-08T18:28:20.238+00:00|1030792154040|1030792154033
2012-08-08T09:03:04.788+00:00|1030792154041|1030792154033
2012-07-20T18:42:15.470+00:00|1030792154053|1030792154052
2012-07-21T01:50:17.327+00:00|1030792154054|1030792154052
2012-07-21T11:14:52.772+00:00|1030792154055|1030792154054
2012-07-21T11:42:01.028+00:00|1030792154056|1030792154055
