creationDate|Person.id|Tag.id
2011-07-26T21:41:34.142+00:00|19791209299968|410
2012-01-02T01:21:20.107+00:00|24189255811104|283
2012-01-02T01:21:20.107+00:00|24189255811104|777
2012-01-02T01:21:20.107+00:00|24189255811104|796
2012-01-02T01:21:20.107+00:00|24189255811104|801
2012-01-02T01:21:20.107+00:00|24189255811104|1043
2012-01-02T01:21:20.107+00:00|24189255811104|1763
2012-01-02T01:21:20.107+00:00|24189255811104|1940
2012-01-02T01:21:20.107+00:00|24189255811104|1987
2012-01-02T01:21:20.107+00:00|24189255811104|2031
2012-01-02T01:21:20.107+00:00|24189255811104|2058
2012-01-02T01:21:20.107+00:00|24189255811104|2789
2012-01-02T01:21:20.107+00:00|24189255811104|2822
2012-01-02T01:21:20.107+00:00|24189255811104|2963
2012-01-02T01:21:20.107+00:00|24189255811104|3033
2012-01-02T01:21:20.107+00:00|24189255811104|3043
2012-01-02T01:21:20.107+00:00|24189255811104|3075
2012-01-02T01:21:20.107+00:00|24189255811104|3096
2012-01-02T01:21:20.107+00:00|24189255811104|5063
2012-01-02T01:21:20.107+00:00|24189255811104|5085
2012-01-02T01:21:20.107+00:00|24189255811104|5445
2012-01-02T01:21:20.107+00:00|24189255811104|5663
2012-01-02T01:21:20.107+00:00|24189255811104|6133
2012-01-02T01:21:20.107+00:00|24189255811104|6368
2012-01-02T01:21:20.107+00:00|24189255811104|6369
2012-01-02T01:21:20.107+00:00|24189255811104|6545
2012-01-02T01:21:20.107+00:00|24189255811104|9098
2012-01-02T01:21:20.107+00:00|24189255811104|11745
2011-12-29T07:56:39.032+00:00|24189255811081|132
2011-12-29T07:56:39.032+00:00|24189255811081|140
2011-12-29T07:56:39.032+00:00|24189255811081|295
2011-12-29T07:56:39.032+00:00|24189255811081|573
2011-12-29T07:56:39.032+00:00|24189255811081|595
2011-12-29T07:56:39.032+00:00|24189255811081|596
2011-12-29T07:56:39.032+00:00|24189255811081|781
2011-12-29T07:56:39.032+00:00|24189255811081|798
2011-12-29T07:56:39.032+00:00|24189255811081|806
2011-12-29T07:56:39.032+00:00|24189255811081|1181
2011-12-29T07:56:39.032+00:00|24189255811081|1532
2011-12-29T07:56:39.032+00:00|24189255811081|1765
2011-12-29T07:56:39.032+00:00|24189255811081|1996
2011-12-29T07:56:39.032+00:00|24189255811081|2050
2011-12-29T07:56:39.032+00:00|24189255811081|2072
2011-12-29T07:56:39.032+00:00|24189255811081|2088
2011-12-29T07:56:39.032+00:00|24189255811081|2779
2011-12-29T07:56:39.032+00:00|24189255811081|2783
2011-12-29T07:56:39.032+00:00|24189255811081|2827
2011-12-29T07:56:39.032+00:00|24189255811081|2831
2011-12-29T07:56:39.032+00:00|24189255811081|2932
2011-12-29T07:56:39.032+00:00|24189255811081|2934
2011-12-29T07:56:39.032+00:00|24189255811081|2945
2011-12-29T07:56:39.032+00:00|24189255811081|2949
2011-12-29T07:56:39.032+00:00|24189255811081|2968
2011-12-29T07:56:39.032+00:00|24189255811081|3001
2011-12-29T07:56:39.032+00:00|24189255811081|3029
2011-12-29T07:56:39.032+00:00|24189255811081|3092
2011-12-29T07:56:39.032+00:00|24189255811081|4899
2011-12-29T07:56:39.032+00:00|24189255811081|4990
2011-12-29T07:56:39.032+00:00|24189255811081|5129
2011-12-29T07:56:39.032+00:00|24189255811081|6360
2011-12-29T07:56:39.032+00:00|24189255811081|6940
2011-12-29T07:56:39.032+00:00|24189255811081|7012
2011-12-29T07:56:39.032+00:00|24189255811081|7283
2011-12-29T07:56:39.032+00:00|24189255811081|7350
2011-12-29T07:56:39.032+00:00|24189255811081|9098
2011-12-29T07:56:39.032+00:00|24189255811081|10298
2011-12-29T07:56:39.032+00:00|24189255811081|10987
2011-12-29T07:56:39.032+00:00|24189255811081|11356
2011-12-29T07:56:39.032+00:00|24189255811081|11633
2011-12-29T07:56:39.032+00:00|24189255811081|11855
2012-01-13T23:46:22.926+00:00|26388279066650|1566
2010-01-19T13:51:10.863+00:00|27|291
2010-01-19T13:51:10.863+00:00|27|470
2010-01-19T13:51:10.863+00:00|27|973
2010-01-19T13:51:10.863+00:00|27|974
2010-01-19T13:51:10.863+00:00|27|1023
2010-01-19T13:51:10.863+00:00|27|1175
2010-01-19T13:51:10.863+00:00|27|1398
2010-01-19T13:51:10.863+00:00|27|1532
2010-01-19T13:51:10.863+00:00|27|1749
2010-01-19T13:51:10.863+00:00|27|1763
2010-01-19T13:51:10.863+00:00|27|1985
2010-01-19T13:51:10.863+00:00|27|1986
2010-01-19T13:51:10.863+00:00|27|1992
2010-01-19T13:51:10.863+00:00|27|2114
2010-01-19T13:51:10.863+00:00|27|2777
2010-01-19T13:51:10.863+00:00|27|2785
2010-01-19T13:51:10.863+00:00|27|2789
2010-01-19T13:51:10.863+00:00|27|2791
2010-01-19T13:51:10.863+00:00|27|2793
2010-01-19T13:51:10.863+00:00|27|2864
2010-01-19T13:51:10.863+00:00|27|2895
2010-01-19T13:51:10.863+00:00|27|2942
2010-01-19T13:51:10.863+00:00|27|2959
2010-01-19T13:51:10.863+00:00|27|2979
2010-01-19T13:51:10.863+00:00|27|2984
