creationDate|Forum.id|Person.id
2012-03-12T21:29:07.450+00:00|68719476752|6597069766699
2012-07-02T10:51:55.946+00:00|19|13194139533343
2012-04-02T18:14:12.723+00:00|19|19791209300010
2012-04-02T17:49:44.209+00:00|19|26388279066664
2012-07-18T04:25:29.221+00:00|19|28587302322180
2011-02-28T08:13:39.086+00:00|206158430228|13194139533343
2011-08-21T06:11:25.212+00:00|206158430228|19791209300010
2012-02-20T19:44:00.441+00:00|206158430228|26388279066664
2012-03-30T10:11:22.788+00:00|206158430228|28587302322180
2011-08-21T06:11:25.212+00:00|343597383701|19791209300010
2012-02-20T19:44:00.441+00:00|343597383701|26388279066664
2012-03-30T10:11:22.788+00:00|343597383701|28587302322180
2011-03-04T22:23:29.871+00:00|412316860438|13194139533343
2011-08-21T06:11:25.212+00:00|412316860438|19791209300010
2012-02-20T19:44:00.441+00:00|412316860438|26388279066664
2011-05-28T06:49:31.706+00:00|549755813911|13194139533343
2011-08-21T06:11:25.212+00:00|549755813911|19791209300010
2012-02-20T19:44:00.441+00:00|549755813911|26388279066664
2012-03-30T10:11:22.788+00:00|549755813911|28587302322180
2011-10-18T16:24:42.318+00:00|687194767384|13194139533343
2011-10-18T16:24:42.318+00:00|687194767384|19791209300010
2012-03-30T10:11:22.788+00:00|687194767384|28587302322180
2011-02-28T08:13:39.086+00:00|343597383706|13194139533343
2011-08-21T06:11:25.212+00:00|343597383706|19791209300010
2012-03-30T10:11:22.788+00:00|343597383706|28587302322180
2011-04-16T01:35:48.220+00:00|481036337179|13194139533343
2011-08-21T06:11:25.212+00:00|481036337179|19791209300010
2012-03-30T10:11:22.788+00:00|481036337179|28587302322180
2012-02-23T00:22:07.629+00:00|824633720860|19791209300010
2012-02-23T00:22:07.629+00:00|824633720860|26388279066664
2011-07-30T03:37:46.228+00:00|618475290653|13194139533343
2012-02-20T19:44:00.441+00:00|618475290653|26388279066664
2012-03-30T10:11:22.788+00:00|618475290653|28587302322180
2011-02-28T08:13:39.086+00:00|68719476766|13194139533343
2011-08-21T06:11:25.212+00:00|68719476766|19791209300010
2012-03-30T10:11:22.788+00:00|68719476766|28587302322180
2011-02-28T08:13:39.086+00:00|137438953503|13194139533343
2011-08-21T06:11:25.212+00:00|137438953503|19791209300010
2012-02-20T19:44:00.441+00:00|137438953503|26388279066664
2012-03-30T10:11:22.788+00:00|137438953503|28587302322180
2011-08-21T06:11:25.212+00:00|343597383712|19791209300010
2012-02-20T19:44:00.441+00:00|343597383712|26388279066664
2011-02-28T08:13:39.086+00:00|137438953505|13194139533343
2011-08-21T06:11:25.212+00:00|137438953505|19791209300010
2012-02-20T19:44:00.441+00:00|137438953505|26388279066664
2012-03-30T10:11:22.788+00:00|137438953505|28587302322180
2011-08-21T06:11:25.212+00:00|549755813922|19791209300010
2012-02-20T19:44:00.441+00:00|549755813922|26388279066664
2012-03-30T10:11:22.788+00:00|549755813922|28587302322180
2012-01-20T18:01:57.397+00:00|824633720867|13194139533343
2012-01-20T18:01:57.397+00:00|824633720867|19791209300010
2012-02-20T19:44:00.441+00:00|824633720867|26388279066664
2012-03-30T10:11:22.788+00:00|824633720867|28587302322180
2012-03-17T20:32:27.144+00:00|893353197604|19791209300010
2012-03-17T20:32:27.144+00:00|893353197604|26388279066664
2012-03-30T10:11:22.788+00:00|893353197604|28587302322180
2011-08-21T06:11:25.212+00:00|481036337189|19791209300010
2012-03-30T10:11:22.788+00:00|481036337189|28587302322180
2011-12-11T15:06:58.776+00:00|755914244134|13194139533343
2011-12-11T15:06:58.776+00:00|755914244134|19791209300010
2012-02-20T19:44:00.441+00:00|755914244134|26388279066664
2012-03-30T10:11:22.788+00:00|755914244134|28587302322180
2012-08-03T07:49:47.376+00:00|1030792151079|13194139533343
2012-08-03T07:49:47.376+00:00|1030792151079|28587302322180
2012-04-22T04:34:10.452+00:00|893353197608|13194139533343
2012-04-22T04:34:10.452+00:00|893353197608|19791209300010
2012-04-22T04:34:10.452+00:00|893353197608|28587302322180
2012-02-20T19:44:00.441+00:00|618475290665|26388279066664
2012-03-30T10:11:22.788+00:00|618475290665|28587302322180
2012-08-29T16:42:47.593+00:00|1030792151082|13194139533343
2012-08-29T16:42:47.593+00:00|1030792151082|26388279066664
2012-08-29T16:42:47.593+00:00|1030792151082|28587302322180
2012-09-08T07:58:19.944+00:00|1030792151083|13194139533343
2012-09-08T07:58:19.944+00:00|1030792151083|19791209300010
2012-09-08T07:58:19.944+00:00|1030792151083|26388279066664
2012-09-08T07:58:19.944+00:00|1030792151083|28587302322180
2011-08-09T11:45:29.113+00:00|618475290668|13194139533343
2011-08-21T06:11:25.212+00:00|618475290668|19791209300010
2012-02-20T19:44:00.441+00:00|618475290668|26388279066664
2012-03-30T10:11:22.788+00:00|618475290668|28587302322180
2011-03-13T14:23:04.931+00:00|481036337197|13194139533343
2011-08-21T06:11:25.212+00:00|481036337197|19791209300010
2012-02-20T19:44:00.441+00:00|481036337197|26388279066664
2011-02-28T08:13:39.086+00:00|137438953518|13194139533343
2011-08-21T06:11:25.212+00:00|137438953518|19791209300010
2012-03-30T10:11:22.788+00:00|137438953518|28587302322180
2011-02-28T08:13:39.086+00:00|343597383727|13194139533343
2012-02-20T19:44:00.441+00:00|343597383727|26388279066664
2012-03-30T10:11:22.788+00:00|343597383727|28587302322180
2011-08-21T06:11:25.212+00:00|343597383728|19791209300010
2012-02-20T19:44:00.441+00:00|343597383728|26388279066664
2012-03-30T10:11:22.788+00:00|343597383728|28587302322180
2011-08-21T06:11:25.212+00:00|137438953521|19791209300010
2012-02-20T19:44:00.441+00:00|137438953521|26388279066664
2012-03-30T10:11:22.788+00:00|137438953521|28587302322180
2011-02-28T08:13:39.086+00:00|137438953522|13194139533343
2012-02-20T19:44:00.441+00:00|137438953522|26388279066664
2011-03-31T01:27:04.402+00:00|481036337203|13194139533343
2011-08-21T06:11:25.212+00:00|481036337203|19791209300010
2012-03-30T10:11:22.788+00:00|481036337203|28587302322180
2011-02-28T08:13:39.086+00:00|412316860468|13194139533343
2011-08-21T06:11:25.212+00:00|412316860468|19791209300010
2012-02-20T19:44:00.441+00:00|412316860468|26388279066664
2011-10-29T08:52:01.173+00:00|687194767413|13194139533343
2011-10-29T08:52:01.173+00:00|687194767413|19791209300010
2012-02-20T19:44:00.441+00:00|687194767413|26388279066664
2012-03-30T10:11:22.788+00:00|687194767413|28587302322180
2011-08-22T05:11:12.331+00:00|618475290678|13194139533343
2011-08-22T05:11:12.331+00:00|618475290678|19791209300010
2012-02-20T19:44:00.441+00:00|618475290678|26388279066664
2012-03-30T10:11:22.788+00:00|618475290678|28587302322180
2012-07-18T04:25:29.221+00:00|893353197623|16
2012-08-18T19:05:01.772+00:00|893353197623|27
2012-04-25T09:34:29.949+00:00|893353197623|47
2012-06-22T17:07:54.372+00:00|893353197623|4398046511148
2012-04-25T09:34:29.949+00:00|893353197623|13194139533343
2012-08-01T04:03:38.500+00:00|893353197623|19791209300009
2012-07-19T13:47:31.535+00:00|893353197623|19791209300010
2012-08-21T17:52:08.051+00:00|893353197623|24189255811081
2012-04-18T16:46:55.284+00:00|893353197623|26388279066641
2012-08-12T06:06:10.308+00:00|893353197623|26388279066664
2012-07-27T13:39:49.803+00:00|893353197623|30786325577731
2012-07-30T21:50:53.860+00:00|1030792151096|47
2012-07-30T21:50:53.860+00:00|1030792151096|13194139533343
2012-07-30T21:50:53.860+00:00|1030792151096|19791209300010
2012-07-30T21:50:53.860+00:00|1030792151096|26388279066641
2012-07-30T21:50:53.860+00:00|1030792151096|26388279066664
2012-06-28T07:41:34.550+00:00|962072674361|16
2012-06-28T07:41:34.550+00:00|962072674361|27
2012-06-28T07:41:34.550+00:00|962072674361|4398046511148
2012-06-28T07:41:34.550+00:00|962072674361|26388279066641
2012-07-03T00:55:26.938+00:00|962072674361|30786325577731
2012-08-14T01:50:02.544+00:00|1030792151099|16
2012-08-14T01:50:02.544+00:00|1030792151099|27
2012-08-14T01:50:02.544+00:00|1030792151099|47
2012-08-14T01:50:02.544+00:00|1030792151099|4398046511148
2012-08-14T01:50:02.544+00:00|1030792151099|10995116277782
2012-08-14T01:50:02.544+00:00|1030792151099|19791209300009
2012-08-14T01:50:02.544+00:00|1030792151099|24189255811081
2012-08-14T01:50:02.544+00:00|1030792151099|26388279066641
2012-08-14T01:50:02.544+00:00|1030792151099|30786325577731
2012-07-06T17:44:43.897+00:00|962072674364|16
2012-07-06T17:44:43.897+00:00|962072674364|47
2012-07-06T17:44:43.897+00:00|962072674364|4398046511148
2012-07-06T17:44:43.897+00:00|962072674364|10995116277782
2012-07-06T17:44:43.897+00:00|962072674364|13194139533343
2012-07-06T17:44:43.897+00:00|962072674364|19791209300009
2012-07-06T17:44:43.897+00:00|962072674364|19791209300010
2012-07-06T17:44:43.897+00:00|962072674364|24189255811081
2012-07-06T17:44:43.897+00:00|962072674364|26388279066664
2012-06-19T18:37:42.527+00:00|962072674365|16
2012-06-19T18:37:42.527+00:00|962072674365|4398046511148
2012-06-19T18:37:42.527+00:00|962072674365|10995116277782
2012-06-19T18:37:42.527+00:00|962072674365|13194139533343
2012-06-19T18:37:42.527+00:00|962072674365|19791209300009
2012-06-19T18:37:42.527+00:00|962072674365|19791209300010
2012-06-19T18:37:42.527+00:00|962072674365|24189255811081
2012-06-19T18:37:42.527+00:00|962072674365|26388279066641
2012-07-03T00:55:26.938+00:00|962072674365|30786325577731
2012-07-26T19:52:32.924+00:00|1030792151102|16
2012-07-26T19:52:32.924+00:00|1030792151102|27
2012-07-26T19:52:32.924+00:00|1030792151102|47
2012-07-26T19:52:32.924+00:00|1030792151102|4398046511148
2012-07-26T19:52:32.924+00:00|1030792151102|10995116277782
2012-07-26T19:52:32.924+00:00|1030792151102|19791209300009
2012-07-26T19:52:32.924+00:00|1030792151102|19791209300010
2012-07-26T19:52:32.924+00:00|1030792151102|26388279066641
2012-07-26T19:52:32.924+00:00|1030792151102|26388279066664
2012-07-26T19:52:32.924+00:00|1030792151102|30786325577731
2012-05-28T08:39:13.033+00:00|962072674367|16
2012-05-28T08:39:13.033+00:00|962072674367|47
2012-05-28T08:39:13.033+00:00|962072674367|10995116277782
2012-05-28T08:39:13.033+00:00|962072674367|13194139533343
