creationDate|Forum.id|Person.id
2011-10-06T01:23:41.981+00:00|687194767360|21990232555526
2012-05-29T09:47:11.247+00:00|962072674305|21990232555526
2012-07-29T00:15:00.336+00:00|1030792151042|21990232555526
2012-06-05T08:35:20.642+00:00|962072674307|21990232555526
2011-10-06T03:31:56.829+00:00|687194767364|21990232555526
2012-03-05T23:12:18.769+00:00|824633720838|21990232555526
2012-01-27T12:48:57.866+00:00|824633720840|21990232555526
2012-04-12T08:18:07.462+00:00|893353197579|21990232555526
2012-05-13T20:46:43.373+00:00|962072674316|21990232555526
2012-04-06T19:07:03.077+00:00|893353197581|21990232555526
2012-04-05T02:04:04.418+00:00|893353197583|21990232555526
2010-04-18T01:27:31.494+00:00|68719476752|2199023255573
2011-04-14T16:09:30.493+00:00|481036337170|15393162788899
2010-01-31T13:13:13.929+00:00|19|16
2010-07-12T19:39:56.598+00:00|206158430228|16
2010-12-01T00:26:21.736+00:00|343597383701|16
2011-03-04T22:23:19.871+00:00|412316860438|16
2011-05-28T06:49:21.706+00:00|549755813911|16
2011-10-18T16:24:32.318+00:00|687194767384|16
2010-11-29T21:59:08.791+00:00|343597383706|16
2011-04-16T01:35:38.220+00:00|481036337179|16
2012-02-23T00:21:57.629+00:00|824633720860|16
2011-07-30T03:37:36.228+00:00|618475290653|16
2010-04-15T19:15:01.408+00:00|68719476766|16
2010-06-24T04:29:02.887+00:00|137438953503|16
2010-12-22T06:10:20.104+00:00|343597383712|16
2010-05-11T14:40:18.237+00:00|137438953505|16
2011-05-23T06:01:06.143+00:00|549755813922|16
2012-01-20T18:01:47.397+00:00|824633720867|16
2012-03-17T20:32:17.144+00:00|893353197604|16
2011-03-30T09:03:03.785+00:00|481036337189|16
2011-12-11T15:06:48.776+00:00|755914244134|16
2012-08-03T07:49:37.376+00:00|1030792151079|16
2012-04-22T04:34:00.452+00:00|893353197608|16
2011-07-10T15:36:40.808+00:00|618475290665|16
2012-08-29T16:42:37.593+00:00|1030792151082|16
2012-09-08T07:58:09.944+00:00|1030792151083|16
2011-08-09T11:45:19.113+00:00|618475290668|16
2011-03-13T14:22:54.931+00:00|481036337197|16
2010-06-22T06:17:13.975+00:00|137438953518|16
2010-11-14T23:07:47.147+00:00|343597383727|16
2010-12-25T03:13:44.488+00:00|343597383728|16
2010-05-15T21:53:00.622+00:00|137438953521|16
2010-06-27T09:50:35.718+00:00|137438953522|16
2011-03-31T01:26:54.402+00:00|481036337203|16
2011-01-28T04:20:39.627+00:00|412316860468|16
2011-10-29T08:51:51.173+00:00|687194767413|16
2011-08-22T05:11:02.331+00:00|618475290678|16
2012-03-30T10:11:22.788+00:00|893353197623|28587302322180
2012-07-30T21:50:43.860+00:00|1030792151096|28587302322180
2012-06-28T07:41:24.550+00:00|962072674361|28587302322180
2012-08-14T01:49:52.544+00:00|1030792151099|28587302322180
2012-07-06T17:44:33.897+00:00|962072674364|28587302322180
2012-06-19T18:37:32.527+00:00|962072674365|28587302322180
2012-07-26T19:52:22.924+00:00|1030792151102|28587302322180
2012-05-28T08:39:03.033+00:00|962072674367|28587302322180
2010-01-19T13:51:20.863+00:00|65|27
2012-06-08T22:00:24.956+00:00|962072674370|27
2011-05-16T01:53:33.018+00:00|549755813955|27
2010-05-09T00:08:42.179+00:00|137438953541|27
2012-01-08T05:48:56.180+00:00|824633720902|27
2010-03-02T18:29:08.853+00:00|71|27
2011-03-24T20:59:37.833+00:00|481036337225|27
2011-06-25T23:37:57.775+00:00|549755813963|27
2011-12-16T02:01:15.127+00:00|755914244172|27
2010-12-24T06:01:29.555+00:00|343597383757|27
2012-03-22T02:39:20.672+00:00|893353197646|27
2012-01-21T22:56:46.220+00:00|824633720911|27
2011-04-09T10:32:17.153+00:00|481036337232|27
2012-07-18T03:56:17.674+00:00|1030792151121|27
2011-04-25T07:21:14.285+00:00|481036337234|27
2010-07-01T04:34:46.556+00:00|137438953555|27
2010-09-08T10:08:14.333+00:00|274877907028|27
2011-12-24T07:15:36.786+00:00|755914244181|27
2010-04-18T12:30:05.181+00:00|68719476822|27
2010-07-28T14:58:27.427+00:00|206158430295|27
2011-12-18T01:31:02.054+00:00|755914244184|27
2011-04-11T06:12:30.194+00:00|481036337241|27
2011-09-05T13:56:08.250+00:00|618475290714|27
2011-11-30T04:51:55.511+00:00|755914244187|27
2011-03-01T01:38:16.133+00:00|412316860508|27
2010-04-07T00:51:09.707+00:00|68719476829|27
2010-05-08T13:11:34.933+00:00|137438953566|27
2011-04-18T10:50:19.505+00:00|481036337248|27
2011-11-14T19:23:35.870+00:00|755914244193|27
2012-07-20T18:17:50.353+00:00|1030792151138|27
2012-02-23T03:56:44.559+00:00|824633720931|27
2010-10-28T05:49:39.470+00:00|274877907045|8796093022238
2010-12-30T15:03:38.050+00:00|343597383782|8796093022238
2012-03-01T06:54:47.961+00:00|824633720936|8796093022238
2012-06-06T15:06:40.770+00:00|962072674409|8796093022238
2011-11-19T21:12:21.365+00:00|755914244203|8796093022238
2011-10-11T06:57:24.828+00:00|687194767470|8796093022238
2012-01-05T16:37:03.789+00:00|755914244207|8796093022238
2011-04-08T12:13:58.895+00:00|481036337264|8796093022238
2011-05-11T20:13:56.860+00:00|549755814001|8796093022238
2012-02-13T05:43:23.389+00:00|824633720946|8796093022238
2011-04-21T23:03:26.033+00:00|481036337267|8796093022238
2011-02-26T17:05:52.560+00:00|412316860532|8796093022238
2012-08-19T13:59:37.154+00:00|1030792151157|8796093022238
2011-07-26T15:28:32.449+00:00|618475290742|8796093022238
2012-05-10T17:33:50.075+00:00|962072674423|8796093022238
2011-12-17T14:57:07.676+00:00|755914244216|8796093022238
2011-09-06T00:53:57.436+00:00|618475290745|8796093022238
2011-07-13T12:01:48.986+00:00|618475290746|8796093022238
2011-02-06T11:02:18.167+00:00|412316860539|8796093022238
2012-05-24T11:38:52.503+00:00|962072674428|8796093022238
2011-09-05T11:45:42.651+00:00|618475290750|8796093022238
2010-12-03T20:13:53.884+00:00|343597383807|8796093022238
2010-11-21T16:16:36.476+00:00|343597383809|10995116277783
2011-02-18T16:51:45.461+00:00|412316860546|10995116277783
2011-04-24T20:25:52.490+00:00|481036337283|10995116277783
2012-04-24T22:08:47.591+00:00|893353197700|10995116277783
2011-08-03T04:21:10.505+00:00|618475290757|10995116277783
2012-07-18T08:11:12.087+00:00|1030792151174|10995116277783
2011-10-13T22:21:59.527+00:00|687194767495|10995116277783
2011-11-15T23:57:41.499+00:00|755914244233|10995116277783
2011-04-11T14:13:30.611+00:00|481036337290|10995116277783
2012-07-19T00:08:34.368+00:00|1030792151179|10995116277783
2011-10-17T02:46:50.473+00:00|687194767500|10995116277783
2011-03-11T01:12:21.491+00:00|481036337293|10995116277783
2011-07-11T02:34:36.618+00:00|618475290767|10995116277783
2011-08-30T08:42:03.379+00:00|618475290768|10995116277783
2011-11-17T07:01:01.207+00:00|755914244241|10995116277783
2012-06-05T06:01:16.895+00:00|962072674450|10995116277783
2010-12-26T06:03:15.688+00:00|343597383827|10995116277783
2011-02-17T23:07:44.157+00:00|412316860564|10995116277783
2011-08-12T09:50:31.866+00:00|618475290773|10995116277783
2012-06-21T03:56:32.126+00:00|962072674454|10995116277783
2011-12-10T05:00:10.544+00:00|755914244247|10995116277783
2010-12-25T09:19:27.086+00:00|343597383832|10995116277783
2011-07-02T02:29:18.660+00:00|549755814041|10995116277783
2010-11-13T15:50:19.443+00:00|343597383835|10995116277761
2011-07-19T06:51:19.287+00:00|618475290780|19791209299997
2010-03-24T18:14:14.882+00:00|68719476894|2199023255557
2012-08-08T07:53:38.961+00:00|1030792151199|32985348833319
2012-01-12T23:55:12.878+00:00|824633720994|26388279066641
2011-12-29T07:56:49.032+00:00|755914244259|24189255811081
2011-08-04T04:48:08.173+00:00|618475290788|19791209299987
2012-03-09T15:54:41.052+00:00|893353197733|19791209299987
2012-05-21T22:27:41.759+00:00|962072674470|19791209299987
2012-02-08T11:37:46.201+00:00|824633720999|19791209299987
2011-11-19T04:23:01.439+00:00|755914244264|19791209299987
2012-08-06T10:03:27.082+00:00|1030792151210|19791209299987
2011-08-22T23:53:03.003+00:00|618475290795|19791209299987
2012-06-12T16:29:58.883+00:00|962072674476|19791209299987
2012-07-14T07:32:52.413+00:00|1030792151213|19791209299987
2012-08-03T18:11:09.525+00:00|1030792151214|19791209299987
2012-01-10T19:56:18.802+00:00|824633721007|19791209299987
2011-09-24T08:56:55.277+00:00|687194767536|19791209299987
2011-12-18T06:39:44.764+00:00|755914244273|19791209299987
2011-11-07T10:56:10.978+00:00|755914244275|19791209299987
2012-09-05T10:55:19.877+00:00|1030792151221|19791209299987
2012-02-20T19:44:00.441+00:00|824633721015|26388279066664
2012-07-10T19:48:24.747+00:00|1030792151224|26388279066664
2012-07-26T10:57:59.168+00:00|1030792151226|26388279066664
2012-07-10T02:36:14.820+00:00|1030792151229|26388279066664
2012-04-07T12:01:54.813+00:00|893353197758|26388279066664
2012-09-01T14:01:08.383+00:00|1030792151231|26388279066664
2012-04-14T02:43:49.571+00:00|893353197761|26388279066664
2012-09-05T01:03:36.184+00:00|1030792151234|32985348833291
